cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;id_natureza_juridica;id_classificacao_natureza_juridica;id_uf;id_bairro;id_municipio;id_logradouro;id_situacao;longitude;latitude;qtd_total_veiculos_antt;qtd_total_veiculos_leves;qtd_total_veiculos_pesados;qtd_total_veiculos_pesados;id_faixa_qtde_veiculos;flag_optante_simei;id_saude_tributaria;id_nivel_atividade;id_setor;id_cnae_principal;id_ramo
14794696000180;SIM;12/13/2011;TENDA DOS PAES RIBEIRAO PRETO LTDA ME;36;2;27;1387;1710;889;1;-47,7656603;-21,1424775;0.0;0;0;0;1;NÃO;2;4;3;473;52
11334269000120;SIM;11/23/2009;WILIAMS ROBERTO ALVES TATO TATUAGEM ME;14;2;27;1614;1226;6892;1;-46,4610629;-23,6735411;0.0;0;0;0;1;NÃO;2;4;20;670;68
30209985000120;SIM;2/6/1986;CONSTRUTORA FARDIN LTDA ME;36;2;8;3105;1715;2660;1;-40,3330796;-19,2650511;0.0;0;0;0;1;NÃO;2;1;9;303;33
05208054000160;SIM;8/6/2002;DIEGO CAUE TEIXEIRA;14;2;27;3664;71;3063;1;-47,3283757;-22,7471249;0.0;0;0;0;1;NÃO;2;4;26;241;31
00107413000170;SIM;7/7/1994;PASSMATIC COMERCIO DE PORTAS E SISTEMAS ELETRONICOS DE SEGURANCA LTDA ME;36;2;24;884;1073;6237;1;-48,8725752;-26,2669687;0.0;0;0;0;1;NÃO;2;4;26;267;31
09407977000100;SIM;2/14/2008;IARA MEYER GUERRA COMERCIO DE CONFECCOES LTDA ME;36;2;23;614;1838;2878;1;-55,5334668;-30,8921306;0.0;0;0;0;1;NÃO;2;4;26;241;31
15505960000180;SIM;5/9/2012;G V F REPRESENTACOES DE MOVEIS LTDA ME;36;2;20;3057;507;4925;1;-35,4226533;-5,6349096;0.0;0;0;0;1;NÃO;2;1;1;615;30
12923705000160;SIM;11/25/2010;ANTONIO RODRIGUES DA SILVA MEI;14;2;9;3264;1000;5988;1;-49,2324692;-18,4042847;0.0;0;0;0;1;SIM;1;4;9;512;82
15508499000110;SIM;5/7/2012;BORGES & VITAL COMUNICACAO VISUAL LTDA ME;36;2;12;3595;404;3740;1;-54,6075881;-20,4721623;0.0;0;0;0;1;NÃO;2;4;12;372;63
07208250000160;SIM;2/1/2005;CHOPERIA SPORT BAR LTDA ME;36;2;27;1467;395;7077;1;-47,1030882;-22,9263739;0.0;0;0;0;1;NÃO;4;2;16;626;4
08679048000180;SIM;2/28/2007;ENGESIQUE ENGENHARIA CONSTRUCOES E MONTAGENS LTDA;36;2;27;3919;814;4096;1;-46,5390139;-23,4570218;0.0;23;6;6;3;NÃO;4;4;9;25;33
09254173000100;SIM;12/4/2007;RENOV ALUGUEL DE EQUIPAMENTOS HOSPITALARES LTDA;36;2;5;614;1771;173;1;-38,4607437;-12,9996997;0.0;0;0;0;1;NÃO;6;1;1;20;30
06228206000150;SIM;3/15/2004;PARQUE RECREATIVO PORTO DO CEU LTDA ME;36;2;27;2126;513;1911;1;-49,1659897;-23,0384814;0.0;0;0;0;1;NÃO;6;1;20;582;22
08037483000100;SIM;9/23/1981;PROMASA PROTEINAS DO MARANHAO SA;32;2;16;385;1677;3162;1;-34,9075714;-8,1440026;0.0;0;0;0;1;NÃO;4;1;;319;
07792684000150;SIM;1/18/2006;DANILO COSTA LIRA;14;2;5;614;1077;7001;1;-40,5034057;-9,4126957;0.0;0;0;0;1;NÃO;2;1;21;39;24
65385015000160;SIM;6/3/1991;CARVALHO GUIMARAES & CIA LTDA;36;2;11;614;1004;1355;2;-50,1988963;-19,7325394;0.0;0;0;0;1;NÃO;5;3;;;
36285716000120;SIM;6/21/1991;NOVA FASE ATACADISTA DE CEREAIS LTDA ME;36;2;19;3124;1855;2251;2;-42,1818639;-21,5431754;0.0;0;0;0;1;NÃO;5;3;;;
41496688000120;SIM;7/6/1992;C LIMA CARVALHO ME;14;2;10;614;1811;7768;2;-44,3214702;-3,1427814;0.0;0;0;0;1;NÃO;5;3;;;
08559714000570;NÃO;10/30/2007;RENATO MIGUEL TESCARO;27;2;27;602;765;7593;1;-50,2038438;-21,3473014;0.0;0;0;0;1;NÃO;6;1;;330;
04833659000180;SIM;12/19/2001;TRILHA HOTEL TURISMO LTDA ME;36;2;9;2108;1277;2573;1;-46,8932359;-13,2556438;0.0;0;0;0;1;NÃO;1;1;16;502;5
29529666004020;NÃO;3/3/1988;NORTEX IGUACU COMERCIO DE ROUPAS LTDA;36;2;11;3409;242;1575;2;-43,9987026;-19,9636049;0.0;0;0;0;1;NÃO;5;3;;;
00579575000100;SIM;5/2/1995;PLANENG PLANEJAMENTO E ENGENHARIA LTDA ME;36;2;11;614;242;225;1;-43,9419991;-19,9237886;0.0;0;0;0;1;NÃO;4;1;9;574;66
01478814000280;NÃO;1/29/1997;VIACAO SANTA MARIA EPP LTDA;36;2;25;614;1620;2221;1;-37,2781902;-9,9157347;0.0;0;0;0;1;NÃO;7;4;25;685;87
53108676000160;SIM;12/9/1983;CACADOR & CARVALHO LTDA;36;2;27;2638;2093;6330;2;-45,5537798;-23,0072036;0.0;0;0;0;1;NÃO;5;3;;;
52198322000190;SIM;1/12/1983;FRANCISCO FERNANDES ACOSTA ME;14;2;27;1791;1965;5110;1;-46,5013424;-23,5138486;0.0;0;0;0;1;NÃO;2;4;26;251;31
05622921000100;SIM;4/30/2003;ADALBERTO MOREIRA BARBOSA ME;14;2;11;2367;1570;3083;1;-44,9216611;-17,3410901;0.0;1;0;0;1;NÃO;6;1;21;130;75
11910694000110;SIM;5/7/2010;EDSON JOSE REZUTTO MEI;14;2;18;2058;840;3099;1;-51,0457698;-23,2583904;0.0;0;0;0;1;SIM;1;4;9;512;82
01909184000170;SIM;6/19/1997;VANILDA DE SOUZA BORGES MACHADO SERRALHERIA ME;14;2;27;692;981;3610;2;-46,3494828;-23,4849456;0.0;0;0;0;1;NÃO;5;3;22;422;55
11523852000180;SIM;1/7/2010;MARIA JACIRA BARROS DA SILVA ME;14;2;27;1872;1965;5151;1;-46,4118903;-23,4805503;0.0;0;0;0;1;NÃO;2;4;25;691;87
26269670000100;SIM;5/17/1990;A T LOURES CONSULTORIA LTDA;36;2;11;614;242;3817;2;-43,9378169;-19,9267389;0.0;0;0;0;1;NÃO;5;3;;;
05919019000150;SIM;6/6/2003;PARTIDO VERDE DE AGUAS FORMOSAS MG;21;3;11;614;27;1418;1;-40,9341607;-17,0820621;0.0;0;0;0;1;NÃO;1;1;20;90;15
24512568000150;SIM;7/4/1990;MARIA DA LUZ FELIPE DA CUNHA;14;2;15;614;1069;2039;2;-34,8450118;-7,1194958;0.0;0;0;0;1;NÃO;5;3;;;
24556870000100;SIM;3/8/1990;COPECAL CONDADO PECAS ACESSORIOS LTDA;36;2;16;614;566;6166;2;-35,1031605;-7,5927901;0.0;0;0;0;1;NÃO;5;3;;;
34749721000110;SIM;3/5/1990;JOSE QUINTINO CIDRINHO ME;14;2;21;614;1744;751;2;-61,7758347;-11,7328856;0.0;0;0;0;1;NÃO;5;3;;;
57513061000170;SIM;2/9/1988;CORPO DOURADO CONFECCOES LTDA;36;2;27;3724;395;6737;2;-47,0427207;-22,9132977;0.0;0;0;0;1;NÃO;5;3;;;
93337418000170;SIM;4/3/1990;OLGA LUCIA ROHRIG HENRICH;14;2;23;525;2107;6220;2;-51,7984075;-29,5043021;0.0;0;0;0;1;NÃO;5;3;;;
53853388000130;SIM;9/28/1984;ORLANDO JOSE BERTO;14;2;27;614;1558;4838;2;-47,6485509;-22,727414;0.0;0;0;0;1;NÃO;5;3;;;
11436711000120;SIM;12/10/2009;SEW CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA ME;36;2;27;3591;1965;2943;1;-46,5539453;-23,5551933;0.0;0;0;0;1;NÃO;2;4;10;310;21
07571515000190;SIM;8/30/2005;ASSOCIACAO DOS MORADORES DO BAIRRO VENANCIOS II;1;2;6;3491;603;2626;1;-40,6695522;-5,178204;0.0;0;0;0;1;NÃO;6;1;20;44;15
13903475000130;SIM;7/1/2011;STUNDE CONVENIENCIA LTDA ME;36;2;24;390;1874;2973;2;-49,3946367;-26,2370481;0.0;0;0;0;1;NÃO;2;3;26;118;31
08092035000100;SIM;6/28/2006;M A LIRA COMERCIO DE PECAS;14;2;21;614;1744;86;2;-61,778412;-11,7259996;0.0;0;0;0;1;NÃO;5;3;;;
04407929000190;SIM;4/26/2001;COMERCIAL DELION LTDA ME;36;2;16;3130;141;5291;1;-37,0414825;-8,4192157;0.0;0;0;0;1;NÃO;6;1;26;253;31
15654243000110;SIM;6/4/2012;GLORIA MARIA DE CAMPOS MEI;14;2;18;134;743;3222;1;-53,0639367;-26,0765643;0.0;0;0;0;1;SIM;6;4;26;232;31
06626253007830;NÃO;12/1/1994;EMPREENDIMENTOS PAGUE MENOS SA;31;2;6;2486;736;271;1;-38,5471436;-3,7321246;0.0;0;0;0;1;NÃO;7;1;26;284;31
14713534000170;SIM;12/2/2011;RAFAELA ALVES RODRIGUES MEI;14;2;17;614;1470;2739;1;-41,7765885;-2,8975411;0.0;0;0;0;1;SIM;1;4;16;118;4
10719401000150;SIM;3/17/2009;LUIZ CARLOS KARPINSKI TAPECARIA ME;14;2;18;614;485;7398;1;-53,4652424;-24,9646277;0.0;0;0;0;1;NÃO;2;4;26;142;29
12647242000150;SIM;10/4/2010;DROGA LIPPE MEDICAMENTOS LTDA ME;36;2;27;614;1468;567;1;-47,8840766;-24,7194463;0.0;0;0;0;1;NÃO;2;4;26;284;31
12304442000100;SIM;7/29/2010;MARCOS GARCIA DO CARMO MEI;14;2;14;698;78;7731;1;-48,3861121;-1,3510045;0.0;0;0;0;1;SIM;6;1;26;230;31
03139422000130;SIM;3/26/1999;CEU AZUL ATACADO & LOGISTICA LTDA ME;36;2;9;3274;733;2547;1;-47,2990845;-15,5335017;0.0;0;0;0;1;NÃO;4;4;1;152;30
12898053000150;SIM;11/21/2010;FRANCISCO ORLANDO DE SOUSA PEREIRA MEI;14;2;6;614;1371;4347;1;-40,56248;-4,706193;0.0;0;0;0;1;SIM;1;4;26;293;31
09527112001060;NÃO;2/2/2011;VEGA INDUSTRIA E COMERCIO DE VESTUARIO E FACCOES LTDA;36;2;19;3383;1724;2234;1;-43,2319948;-22,924886;0.0;0;0;0;1;NÃO;6;1;26;241;31
15334115000190;SIM;4/9/2012;JOSE APARECIDO DE OLIVEIRA MEI;14;2;27;1807;1965;6425;1;-46,6957057;-23,7495808;0.0;0;0;0;1;SIM;2;4;26;232;31
05161194000120;SIM;5/27/2002;CP CENTRAL DE CURSOS LTDA;37;2;27;1238;1965;6921;1;-46,6561571;-23,5389499;0.0;1;0;0;1;NÃO;2;4;2;380;19
13983857000110;SIM;7/4/2011;SAMPAIO E VASCONCELOS PRODUTOS ALIMENTICIOS LTDA ME;36;2;2;614;2220;7172;1;-36,238616;-9,363378;0.0;0;0;0;1;NÃO;2;4;16;118;4
13697133000100;SIM;3/23/2011;PIZZARIA DON CARLLO S DE OSASCO LTDA ME;36;2;27;1461;1405;5921;1;-46,7948745;-23,5406977;0.0;0;0;0;1;NÃO;2;4;16;489;4
04949122000180;SIM;3/19/2002;RESTAURANTE RIBAS LTDA ME;36;2;11;944;378;1101;1;-46,145022;-22,7548978;0.0;0;0;0;1;NÃO;2;1;16;626;4
15760737000180;SIM;9/22/2011;DIRETORIO DO PARTIDO DEMOCRATICO TRABALHISTA PDT;21;3;27;614;1856;4271;1;-46,9123009;-22,6053301;0.0;0;0;0;1;NÃO;1;4;20;90;15
46174884003540;NÃO;8/22/1989;EXPRESSO DE PRATA CARGAS LTDA;36;2;27;614;995;6619;1;-47,8141727;-22,2539614;0.0;0;0;0;1;NÃO;6;1;25;691;87
13768202000120;SIM;6/7/2011;JEAN CARLOS DOS SANTOS GOMES MEI;14;2;20;2069;2018;5155;1;-37,3999369;-6,6607092;0.0;0;0;0;1;SIM;1;4;21;98;74
04171593000100;SIM;9/25/2000;ANTONIO PAULO XAVIER DE HOLANDA ME;14;2;16;2280;1009;2626;1;-34,9676313;-8,0927401;0.0;0;0;0;1;NÃO;1;1;21;114;78
53011326000180;SIM;11/8/1983;PAULO CESAR DE SOUZA;14;2;27;614;1879;6829;2;-46,5717553;-23,613161;0.0;0;0;0;1;NÃO;5;3;;;
15217764000100;SIM;3/12/2012;LUCIMARA LEITE FERRAZ ME;14;2;27;2515;1710;2983;1;-47,8391913;-21,1351173;0.0;0;0;0;1;NÃO;6;4;26;142;29
87780268003510;NÃO;9/21/2011;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA SICREDI NORTE RS SC;9;2;24;614;918;1468;1;-52,3389405;-27,274897;0.0;0;0;0;1;NÃO;6;1;2;311;19
05453640000170;SIM;12/18/2002;CHICO S BAR E RESTAURANTE LTDA ME;36;2;24;2037;730;466;1;-48,448578;-27,6093263;0.0;0;0;0;1;NÃO;7;2;16;118;4
13971686000100;SIM;7/19/2011;MARCELO ROCHA TRANSPORTES ME;14;2;9;2961;413;881;1;-46,7091767;-13,017997;0.0;1;1;1;1;NÃO;2;1;25;690;87
14476231000180;SIM;9/29/2011;SUPER YPE BRASIL COMERCIO E INDSTRIA DE MOVEIS PLANEJADOS EPP LTDA;36;2;27;39;1965;3591;1;-46,6983781;-23,5247883;0.0;0;0;0;1;NÃO;2;4;3;275;50
73404311000190;SIM;9/16/1993;MULTIMARCAS LIDER ELETRONICOS LTDA;36;2;19;317;1724;143;2;-43,3660535;-23,0013325;0.0;0;0;0;1;NÃO;5;3;;;
44779494000120;SIM;10/10/1980;NADIR MENDES PEREIRA;14;2;27;614;1938;7442;2;-49,381423;-20,8143227;0.0;0;0;0;1;NÃO;5;3;;;
06107184000170;SIM;1/9/2004;CONDOMINIO DO EDIFICIO RESIDENCIAL TIA NINA;6;2;11;2873;646;6451;1;-44,8985377;-20,1389612;0.0;0;0;0;1;NÃO;1;1;15;296;83
07752036000170;SIM;12/15/2005;ACF COMERCIAL IMPORTADORA E EXPORTADORA E REPRESENTACAO LTDA ME;36;2;27;1772;1082;594;2;-46,8959159;-23,2031339;0.0;0;0;0;1;NÃO;5;3;;;
11298356000170;SIM;10/13/2009;Q STUDIO SERVICOS LTDA;36;2;18;3193;627;1134;1;-49,3107791;-25,4475467;0.0;0;0;0;1;NÃO;2;4;10;359;21
05213854000170;SIM;7/9/2002;NUCLEO DE EMPREENDIMENTO E CONSTRUCAO LTDA;36;2;5;1312;1771;4457;2;-38,4609624;-12,9977665;0.0;0;0;0;1;NÃO;5;3;;;
79982948000140;SIM;4/12/1994;JOAO NASCIMENTO DOS SANTOS & CIA LTDA ME;36;2;18;2566;1208;1239;1;-51,9826144;-23,4514362;0.0;0;0;0;1;NÃO;2;4;26;118;31
09612415000190;SIM;5/27/2008;ALISSON TARDELLI DE SOUZA COSTA MINIMERCADO ME;14;2;27;1924;745;7214;1;-46,743318;-23,280097;0.0;0;0;0;1;NÃO;2;4;3;272;52
53511184000110;SIM;5/24/1984;ANTONIO AMORIM ACOUGUE;14;2;27;2154;1965;3656;2;-46,6388182;-23,5489433;0.0;0;0;0;1;NÃO;5;3;;;
15219569000110;SIM;3/19/2012;ZENILSON CLEITON CAMARA MEI;14;2;20;820;2127;3946;2;-35,4662488;-5,1915504;0.0;0;0;0;1;NÃO;5;3;26;292;31
13974085000150;SIM;7/19/2011;SUZI APARECIDA BISPO LIMA MEI;14;2;19;614;1335;1788;1;-43,4144381;-22,8075459;0.0;0;0;0;1;SIM;1;4;3;263;52
15510215000120;SIM;5/10/2012;MARIA WINE LUCAS COSTA MEI;14;2;6;724;736;6886;1;-38,4716054;-3,8454302;0.0;0;0;0;1;SIM;1;4;3;477;52
10611493000150;SIM;1/7/2009;INDUSTRIA GRAFICA PRIMEIRA IMPRESSAO LTDA ME;36;2;3;614;1174;5019;1;-60,0128036;-3,1314484;0.0;0;0;0;1;NÃO;2;1;12;153;63
15592170000180;SIM;5/9/2012;ASSOCIACAO DOS PROPRIETARIOS DE RANCHOS NO POVOADO DO SALOBRA AS MARGENS DO RIO MIRANDA NO MUNICIPIO DE MIRANDA MS;1;2;12;858;404;5069;2;-54,5995787;-20,4406046;0.0;0;0;0;1;NÃO;6;3;20;44;15
37564887000150;SIM;4/6/1993;JOAO ASSIS DE ALENCAR ME;14;2;12;614;300;4348;2;-52,0355549;-21,255102;0.0;0;0;0;1;NÃO;2;3;9;306;66
12467812000120;SIM;9/1/2010;OSMIRON DOS SANTOS MEI;14;2;13;2683;619;7361;1;-55,9540764;-15,635355;0.0;0;0;0;1;SIM;1;4;15;21;6
33066952003930;NÃO;6/20/1997;VULCAN MATERIAL PLASTICO LTDA EM RECUPERACAO JUDICIAL;36;2;23;228;1617;329;1;-51,1831659;-30,0254236;0.0;0;0;0;1;NÃO;7;2;14;450;53
13373020000150;SIM;3/14/2011;L DE SOUZA BORBA ME;14;2;24;2335;2049;748;1;-49,6401329;-29,1100508;0.0;0;0;0;1;NÃO;2;2;3;154;32
09287796000180;SIM;11/20/2007;CLEVERTON SOARES PEREIRA ME;14;2;23;614;1519;7179;1;-52,3193478;-31,7799231;0.0;0;0;0;1;NÃO;1;4;1;170;30
05509275000250;NÃO;5/20/2003;IRINEUZA A DE SOUZA ME;14;2;21;614;334;1466;1;-60,542622;-13,4941174;0.0;0;0;0;1;NÃO;6;4;26;253;31
10700005000180;SIM;3/5/2009;ALBERIONE CORDEIRO DE CARVALHO ME;14;2;8;3139;1554;2921;1;-40,2145111;-18,4123002;0.0;0;0;0;1;NÃO;2;1;17;67;37
05018151000190;SIM;3/12/2002;ULISSES RODRIGUES DIAS DE MORAES ME;14;2;27;3789;814;207;2;-46,5334502;-23,4634523;0.0;0;0;0;1;NÃO;5;3;;;
10793710000170;SIM;4/27/2009;CERAMICA GUIMARAES EPP LTDA;36;2;17;4009;1056;2481;1;-43,5171;-7,0857611;0.0;2;7;7;5;NÃO;2;1;14;407;56
09174747000130;SIM;10/22/2007;LOPES ARAUJO ENGENHARIA LTDA ME;37;2;11;386;242;3402;1;-43,9088438;-19,8945772;0.0;0;0;0;1;NÃO;4;4;21;654;78
22545180000200;NÃO;9/5/2002;VEDAMAQ VEDACOES PARA MAQUINAS E EQUIPAMENTOS EPP LTDA;36;2;11;2758;1481;6575;2;-46,4952496;-18,6299272;0.0;0;0;0;1;NÃO;5;3;;;
77949196000270;NÃO;9/6/1985;DISPATE DISTRIBUIDORA DE TECIDOS E REPRESENTACOES LTDA ME;36;2;18;1244;627;3132;1;-49,249692;-25,4172271;0.0;0;0;0;1;NÃO;1;4;26;287;31
15048533000110;SIM;2/14/2012;ELMA DINIZ DO NASCIMENTO MEI;14;2;22;3410;260;5733;1;-60,6847564;2,7944319;0.0;0;0;0;1;SIM;6;1;26;241;31
04452510000150;SIM;5/16/2001;DUQ & DUQUEZA PET SHOP LTDA ME;36;2;27;1179;814;6150;1;-46,5406176;-23,4617438;0.0;0;0;0;1;NÃO;2;4;26;279;31
12750575000100;SIM;10/26/2010;GOMES CRUZ DIVERSIDADES LTDA ME;36;2;11;614;781;3209;1;-41,9492683;-18,8498517;0.0;0;0;0;1;NÃO;6;1;26;280;31
16967422000170;SIM;10/5/2012;AMANDA APARECIDA RAMOS MEI;14;2;27;3586;1218;1338;2;-48,3573294;-21,5850328;0.0;0;0;0;1;SIM;1;3;20;75;68
01582009000110;SIM;12/10/1996;ISA NUBIA RAMOS DA SILVA EPP;14;2;5;614;1346;2202;1;-40,1388664;-14,7900525;0.0;0;0;0;1;NÃO;6;1;26;275;31
04406687000110;SIM;4/6/2001;LAURICI TERESINHA FRANCA ME;14;2;24;3788;1605;5030;1;-50,3779723;-27,4844261;0.0;0;0;0;1;NÃO;4;2;26;277;31
05139550000100;SIM;6/14/2002;TOTAL LOSS CONTROL SERVICE LTDA ME;37;2;27;3829;1965;4540;1;-46,6150967;-23,4885421;0.0;1;0;0;1;NÃO;6;4;15;569;80
10000580000170;SIM;7/10/2008;ELEICAO 2008 EMILIANO BRANQUINHO DE MELO VEREADOR;4;2;9;3325;771;3349;2;-49,2374028;-16,6624398;0.0;0;0;0;1;NÃO;5;3;;;
11143128000120;SIM;9/15/2009;AMARO DE OLIVEIRA JOGOS ELETRONICOS ME;14;2;16;513;1677;6872;1;-34,8790807;-8,0354027;0.0;0;0;0;1;NÃO;1;4;20;395;22
11508613000150;SIM;2/2/2010;FRANCISCO ABREU DO VALE ME;14;2;3;2460;1488;5777;1;-66,9925814;-7,7134893;0.0;0;0;0;1;NÃO;1;4;26;230;31
07908773000110;SIM;3/9/2006;R T DA ROSA ME;14;2;23;1443;349;7201;1;-51,0864883;-29,8838684;0.0;0;0;0;1;NÃO;2;4;3;241;32
02115997000150;SIM;8/25/1997;REFRIGERACAO OESTE LTDA ME;36;2;18;614;437;280;1;-53,8067756;-25,6750838;0.0;0;0;0;1;NÃO;2;4;26;277;31
00072932000140;SIM;5/20/1994;OLIMPUS CONSTRUCOES E REPRESENTACOES LTDA;36;2;19;1288;1206;2357;2;-42,8623481;-22,9240872;0.0;0;0;0;1;NÃO;5;3;;;
10927970000190;SIM;5/7/2009;IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO CRISTO E A NOSSA META;1;2;19;614;796;1718;1;-42,977191;-22,5111293;0.0;0;0;0;1;NÃO;1;4;20;91;15
05498746000190;SIM;9/26/1977;ERICEIRA INDUSTRIA E COMERCIO LTDA;36;2;10;4009;174;2107;1;-44,7820858;-4,2215587;0.0;0;0;0;1;NÃO;7;2;1;164;30
04415928017910;NÃO;10/27/2010;LOJAS BECKER LTDA;36;2;23;614;2213;5871;1;-51,5507365;-28,9427186;0.0;0;0;0;1;NÃO;6;1;26;258;31
00990551000140;SIM;12/27/1995;SERGIO L JOST ME;14;2;23;614;1789;2603;1;-52,4252072;-29,7161692;0.0;0;0;0;1;NÃO;2;4;23;375;36
43749241000140;SIM;8/25/1966;COOPERATIVA DE CONSUMO DOS SERV PUBL MUNIC DE ARACATUBA;9;2;27;3141;112;867;1;-50,4439414;-21,2005054;0.0;1;0;0;1;NÃO;7;4;20;44;15
81877698000120;SIM;6/11/1991;CONDOMINIO EDIFICIO CONJUNTO EUROPA;6;2;18;1970;1135;822;1;-51,1475364;-23,3424225;0.0;0;0;0;1;NÃO;6;1;15;296;83
09637561000170;SIM;5/21/2008;PRISCILLA DIAS DUARTE ME;14;2;11;2151;1081;2853;1;-43,3521551;-21,7433699;0.0;0;0;0;1;NÃO;2;1;26;270;31
65845380000100;SIM;4/26/1991;JOSE MARCIO FERREIRA BAR;14;2;27;3714;1965;1554;2;-46,646521;-23,6852588;0.0;0;0;0;1;NÃO;5;3;;;
49355175000100;SIM;8/17/1977;BAZAR RENDAVID LTDA;36;2;27;2736;1965;3450;2;-46,6863859;-23,560385;0.0;0;0;0;1;NÃO;5;3;;;
13423961000150;SIM;3/28/2011;LAUDEMIR DOS SANTOS MEI;14;2;3;3126;1174;4732;1;-60,0038961;-3,1100445;0.0;0;0;0;1;SIM;1;4;26;272;31
13518732000110;SIM;4/4/2011;SELMA LITRAN PERAZOLO CONSULTORIA;14;2;27;520;1710;6456;1;-47,7994728;-21,1546092;0.0;0;0;0;1;NÃO;2;4;21;69;18
49489685000170;SIM;12/9/1977;ALENCAR DOS SANTOS;14;2;27;3575;1965;4774;2;-46,5123532;-23,510388;0.0;0;0;0;1;NÃO;5;3;;;
14558459000110;SIM;11/2/2011;LENI MARIA BEZERRA DE FARIAS MEI;14;2;16;470;8;3431;1;-34,9037183;-7,9049044;0.0;0;0;0;1;SIM;1;4;26;230;31
15254801000150;SIM;3/23/2012;GILVAN ANTONIO DOS SANTOS MEI;14;2;27;3179;112;6035;1;-50,4489404;-21,2039771;0.0;0;0;0;1;SIM;1;4;9;548;82
12020920000150;SIM;5/28/2010;ATELIER ORAL COMERCIO E SERVICOS ODONTOLOGICOS LTDA ME;36;2;17;1988;2102;621;2;-42,7851927;-5,0715844;0.0;0;0;0;1;NÃO;1;3;19;43;12
00882988000240;NÃO;2/16/2000;SECRET S VIDEO LTDA ME;36;2;11;614;476;3657;1;-44,6360926;-20,5418231;0.0;0;0;0;1;NÃO;6;1;15;22;6
14489416000120;SIM;10/20/2011;FLORESBELA KARVAT MEI;14;2;24;614;1284;14;1;-50,2292031;-26,4609414;0.0;0;0;0;1;SIM;6;4;26;241;31
80079965000150;SIM;6/2/1987;DE ANDRADE PROMOCOES ESPORTIVAS LTDA ME;36;2;24;614;730;7141;2;-48,5508498;-27,5961169;0.0;0;0;0;1;NÃO;5;3;;;
02603823000480;NÃO;10/29/2002;ZANNUP INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME;36;2;24;2880;606;2374;2;-49,3815062;-28,8100957;0.0;0;0;0;1;NÃO;5;3;;;
